수면제를 10알 3시간 이상 수면을 지속하기 어려워,0
수면제를 10알 가량 3시간 이상 수면을 지속하기 어려워,0
수면제를 10알 가량 먹어도 3시간 이상 수면을 지속하기 어려워,0
졸려서 눕는데 몸이 무겁고,0
졸려서 눕는데 말똥..아침에 몸이,0
졸려서 눕는데 말똥..아침에 몸이 무겁고,0
졸려서 눕는데 말똥..아침에 무겁고,0
수면제 먹어도 2-3시간 자고,0
수면제 2-3시간 자고,0
수면제 먹어도 자고,0
새벽에 깨서 더이상 못한다,0
새벽에 깨서 더이상 자지 못한다,0
새벽에 깨서 더이상 자지,0
새벽에 깨서 자지 못한다,0
깨서 더이상 자지 못한다,0
밤에 눈 뜨고 있는 많다,0
밤에 뜨고 있는 시간이,0
밤에 뜨고 있는 많다,0
밤에 뜨고 있는 시간이 많다,0
밤에 눈 뜨고 시간이 많다,0
밤에 눈 뜨고 있는 시간이 많다,0
선잠잔 개운치 않다,0
선잠잔 느낌 개운치 않다,0
느낌 개운치 않다,0
5~6시간 자지만 설친다,0
5~6시간 자지만 자꾸 설친다,0
자지만 자꾸,0
하루에 6시간 이상 자는데 자주 깬다..일어나도 몸이,0
하루에 6시간 이상 자는데 자주 깬다..일어나도 몸이 무거움,0
하루에 6시간 이상 자는데 자주 몸이,0
약을 먹지 않으면 잠이,0
약을 먹지 않으면 안온다,0
약을 먹지 잠이 안온다,0
약을 먹지 않으면 잠이 안온다,0
약을 않으면 잠이 안온다,0
30분 수면 후 깨어있는 상황,0
30분 수면 후 3시간 상황,0
수면 후 3시간 깨어있는 상황,0
30분 수면 후 3시간 깨어있는 상황,0
30분 후 3시간 깨어있는 상황,0
30분 수면 후 3시간 깨어있는,0
자지 못하고 한번 잠을 자면 20시간 가까이 잤다,0
잠을 잘 자지 한번 잠을 자면 20시간 가까이 잤다,0
잠을 잘 자지 못하고 한번 자면 잤다,0
잠을 잘 자지 못하고 한번 잠을 20시간 가까이 잤다,0
잠을 잘 못하고 한번 잠을 자면 가까이 잤다,0
잠을 잘 자지 못하고 한번 잠을 자면 20시간 가까이 잤다,0
쫓기는,0
늘 쫓기는 느낌,0
늘 느낌,0
쫓기는 느낌,0
불편감을 느낀다,0
불편감을,0
잘 모르겠다,0
모르겠다,0
잘,0
나 자신을 수 없다,0
자신을 주체할 수 없다,0
나 주체할 수 없다,0
나 자신을 주체할 수 없다,0
나 자신을 주체할 없다,0
공격적이 된다,0
공격적이,0
된다,0
늘었다,0
짜증이 늘었다,0
짜증이,0
갑자기 짜증이 난다,0
괜히 난다,0
괜히 짜증이 난다,0
난다,0
매사가 다 짜증난다,0
다 짜증난다,0
매사가 짜증난다,0
매사가 다,0
늘었다,0
신경질이 늘었다,0
스트레스 받으면서 기복 심해진다,0
스트레스 기복 심해진다,0
피곤하고 무기력하다,0
늘 피곤하고,0
늘 무기력하다,0
늘 피곤하고 무기력하다,0
아무것도 정도로 피곤한다,0
아무것도 못할 피곤한다,0
아무것도 못할 정도로 피곤한다,0
아무것도 못할 정도로,0
소진됐다,0
반응이 없을 정도로 힘이없다,0
건드려도 반응이 없을 정도로 힘이없다,0
건드려도 반응이 힘이없다,0
건드려도 반응이 정도로 힘이없다,0
건드려도 없을 정도로 힘이없다,0
기진맥진하다,0
쉬고싶다,0
슬럼프가,0
온다,0
슬럼프가 온다,0
몸을 마음대로 움직이기 힘든 느낌,0
힘들고 지쳐서 그만두고싶다.,0
너무 지쳐서 그만두고싶다.,0
너무 힘들고 지쳐서 그만두고싶다.,0
이렇게 뭐하나,0
살면 뭐하나,0
이렇게 살면 뭐하나,0
이렇게 살면,0
손을 놓게 된다,0
전부 손을 놓게 된다,0
전부 손을 놓게,0
사는게,0
사는게 허무하다,0
모든것을 느낌,0
모든것을 포기한 느낌,0
가라앉으면 다 필요없다는 생각이 든다,0
기분이 가라앉으면 다 생각이 든다,0
기분이 가라앉으면 필요없다는 생각이 든다,0
기분이 가라앉으면 다 필요없다는 생각이 든다,0
기분이 가라앉으면 다 필요없다는 생각이,0
나른하다,0
온 몸에,0
온 몸에 힘이없다,0
몸에,0
말하는,0
말하는 것도 힘들다,0
것도 힘들다,0
없다,0
의미가 없다,0
지쳤다,0
내려놓고 싶다,0
전부 싶다,0
전부 내려놓고 싶다,0
후회스럽다,0
잘못된 것 같은데 고쳐지지가,0
것 같은데 고쳐지지가 않는다,0
잘못된 것 같은데 고쳐지지가 않는다,0
걱정이 죄책감이 든다,0
걱정이 많이되고 든다,0
걱정이 많이되고 죄책감이 든다,0
죄책감이 든다,0
걱정이 많이되고,0
끈기있게 일을 죄책감,0
일을 못했다는 죄책감,0
끈기있게 일을 못했다는 죄책감,0
잘 버티지 못한다는,0
버티지 못한다는 죄책감,0
잘 버티지 못한다는 죄책감,0
직장에서 일을 주어진 것 같아,0
직장에서 일을 주어진 내에 하지 못하는 것 힘들다,0
직장에서 일을 주어진 시간 내에 하지 못하는 같아 힘들다,0
직장에서 일을 주어진 시간 내에 못하는 것 힘들다,0
직장에서 일을 주어진 시간 내에 하지 못하는 것 같아 힘들다,0
직장에서 일을 주어진 시간 하지 못하는 것 같아 힘들다,0
일을 주어진 시간 내에 하지 못하는 것 같아 힘들다,0
내가 뭘 자꾸 생각이 든다,0
내가 잘못했나 자꾸 생각이 든다,0
내가 뭘 잘못했나 자꾸 생각이 든다,0
자기 자신이 다 것 같고 사람들 만나면 욕하고 안좋은 할 것 같고,0
자기 자신이 다 잘못한 것 같고 사람들 만나면 욕하고 안좋은 소리를 것 같고,0
자기 자신이 다 것 같고 사람들 욕하고 안좋은 소리를 할 것 같고,0
자기 자신이 다 잘못한 것 같고 사람들 만나면 욕하고 소리를 것 같고,0
자기 자신이 다 잘못한 것 같고 만나면 욕하고 소리를 할 것 같고,0
자기 자신이 잘못한 것 같고 사람들 만나면 욕하고 안좋은 소리를 할 것 같고,0
자기 자신이 다 잘못한 것 같고 사람들 만나면 욕하고 안좋은 소리를 할 것 같고,0
그냥 스스로가 점점 죄스럽다,0
그냥 스스로가 죄스럽다,0
대한 어렵다,0
집중이 어렵다,0
일에 대한 집중이 어렵다,0
일에 대한 집중이,0
머리가 멍하고 집중도 잘,0
머리가 집중도 잘 안된다,0
머리가 멍하고 집중도 안된다,0
머리가 멍하고 집중도 잘 안된다,0
주의력이 떨어지는 것 같다,0
주의력이 떨어지는 같다,0
떨어진 것 같다,0
이해력이 떨어진 것 같다,0
판단력이 않는다,0
판단력이 서지,0
판단력이 서지 않는다,0
정리가 되지,0
정리가 되지 않는다,0
정리가 않는다,0
매우 혼란스럽다,0
매우,0
혼란스럽다,0
머릿속이 정리가 안된다,0
정리가 안된다,0
머릿속이 정리가,0
아니다,0
제정신이 아니다,0
마음이 정리가 안된다,0
마음이 안된다,0
횡설수설한다,0
생각을 말로 옮기기가 어렵다,0
생각을 말로 어렵다,0
생각을 옮기기가 어렵다,0
안정이,0
안정이 안된다,0
모든일이 어렵고 무섭게,0
어렵고 무섭게 느껴졌다,0
모든일이 어렵고 무섭게 느껴졌다,0
어렵고 무섭게,0
모든일이 어렵고 느껴졌다,0
어쩔줄을 모르겠다,0
생겼다,0
건망증이,0
건망증이 생겼다,0
친구 이름도 생각이 안 난 적도 있다,0
생각이 안 난 적도 있다,0
친구 이름도 안 난 적도,0
친구 이름도 생각이 안 난 있다,0
친구 이름도 생각이 안 난 적도,0
친구 이름도 생각이 안 적도 있다,0
기억력이 떨어진다,0
기억이 가물가물,0
기억이,0
말이 진다,0
말이 어눌해 진다,0
한동안 멍하게 막막한 기분이,0
한동안 멍하게 해야할지 몰라 막막한 기분이 든다,0
한동안 해야할지 몰라 기분이 든다,0
한동안 멍하게 무엇을 해야할지 몰라 막막한 기분이,0
한동안 멍하게 무엇을 해야할지 몰라 막막한 기분이 든다,0
몸이 붕 같다,0
몸이 붕 떠있는것 같다,0
기분이 붕 뜰때가,0
기분이 붕,0
기분이 붕 뜰때가 있다,0
붕 뜰때가 있다,0
자신감이 떨어졌다,0
떨어졌다,0
없고 못할 것 같은 든다,0
자신이 못할 것 같은 생각만 든다,0
없고 못할 것 같은 생각만 든다,0
자신이 없고 못할 것 같은 생각만 든다,0
자신이 없고 것 같은 생각만 든다,0
남들은 다 잘하는데 못하는 것 같다,0
남들은 다 잘하는데 것 같다,0
남들은 다 잘하는데 나만 못하는 것 같다,0
남들은 다 잘하는데 나만 못하는 것,0
열등생이 된 같아 자괴감이 든다,0
열등생이 된 같아 든다,0
열등생이 된 것 같아,0
열등생이 된 것 자괴감이 든다,0
열등생이 된 것 같아 자괴감이 든다,0
열등생이 된 것 같아 든다,0
패배자 같다,0
자신이 하찮아 보인다,0
자신이,0
자신이 보인다,0
주눅들고 자신감이 없다,0
주눅들고,0
주눅들고 없다,0
자신감이,0
칭찬받은 적이 없다,0
칭찬받은 없다,0
칭찬받은 적이,0
나름대로 열심히 살았는데 뭔가 이루어진 것이 없는것 같다,0
나름대로 열심히 살았는데 뭔가 이루어진 것이,0
나름대로 열심히 살았는데 이루어진 것이 없는것 같다,0
열심히 살았는데 뭔가 이루어진 것이 없는것 같다,0
과대평가하는 것 같다,0
나를 과대평가하는 것 같다,0
주변에서 인정해 줬는데 실제적으로 결과물이 없어 크게 실망했다,0
인정해 줬는데 실제적으로 결과물이 없어 크게 실망했다,0
주변에서 실제적으로 결과물이 없어 크게 실망했다,0
주변에서 인정해 줬는데 실제적으로 결과물이 크게 실망했다,0
주변에서 인정해 실제적으로 결과물이 없어 크게 실망했다,0
주변에서 인정해 줬는데 실제적으로 없어 크게 실망했다,0
다른사람에게 좋은 사람으로 인식되고 싶은데 그러지 못하니까,0
다른사람에게 좋은 인식되고 싶은데 그러지 못하니까 속상하다,0
다른사람에게 좋은 사람으로 인식되고 싶은데 그러지 못하니까 속상하다,0
어쩔수 없이 내가 하고싶지 않은 일을 하고 느낌,0
어쩔수 하고싶지 않은 일을 하고 있다는 느낌,0
어쩔수 없이 내가 하고싶지 않은 일을 하고 있다는 느낌,0
어쩔수 없이 내가 하고싶지 일을 하고 있다는 느낌,0
어쩔수 없이 내가 하고싶지 않은 하고 있다는 느낌,0
어쩔수 없이 하고싶지 않은 일을 하고 있다는 느낌,0
없이 내가 하고싶지 않은 일을 하고 있다는 느낌,0
내가 살고싶은대로 살고있지 것에대한 속상함,0
내가 살고싶은대로 살고있지 못하는 것에대한 속상함,0
살고싶은대로 살고있지 못하는 것에대한 속상함,0
아무도 자신을 사랑하지 않는 같다,0
아무도 사랑하지 않는 것 같다,0
아무도 자신을 사랑하지 않는 것,0
아무도 자신을 사랑하지 않는 것 같다,0
이전에 모습이 없어진 것 같다,0
이전에 모습이 없어진 것,0
이전에 내 모습이 없어진 것 같다,0
똑똑하고 사라진다,0
똑똑하고 이쁜 사라진다,0
똑똑하고 이쁜 이미지가 사라진다,0
똑똑하고 이미지가 사라진다,0
미래에 대해 절망적,0
대해 절망적,0
미래에 절망적,0
지치고 절망이다.,0
갈수록 지치고 절망이다.,0
갈수록 지치고,0
내가 바보인 것 같다,0
바보인 것 같다,0
내가 같다,0
내가 바보인 같다,0
모든 잃어버린 것 같다.,0
것을 다 잃어버린 것,0
모든 것을 다 잃어버린 것 같다.,0
모든 것을 잃어버린 것 같다.,0
모든 다 잃어버린 것 같다.,0
모든 것을 다 잃어버린 같다.,0
좋아질거라는 기대감이 안 들고 살아야 겠다는 생각도 안,0
좋아질거라는 기대감이 안 들고 살아야 겠다는 생각도 든다,0
좋아질거라는 안 들고 살아야 겠다는 생각도 안 든다,0
좋아질거라는 기대감이 안 들고 살아야 겠다는 생각도 안 든다,0
좋아질거라는 기대감이 들고 겠다는 생각도 안 든다,0
길이 막힌다는 기분,0
꿈꿔왔던 길이 막힌다는,0
꿈꿔왔던 길이 기분,0
꿈꿔왔던 길이 막힌다는 기분,0
이미,0
이미 늦었다,0
이제와서 뭘 할수 있나 하는,0
이제와서 새로 할수 하는 생각,0
이제와서 뭘 새로 할수 있나 하는 생각,0
이제와서 뭘 새로 할수 하는,0
힘들고,0
받아들이기도 힘들고,0
지원을 했었는데 그게 떨어지면서 절망,0
지원을 했었는데 떨어지면서 절망,0
지원을 그게 떨어지면서 절망,0
지원을 했었는데 그게 절망,0
지원을 했었는데 그게 떨어지면서,0
거절을 당하자 절망적인 기분,0
거절을 당하자 절망적인,0
거절을 절망적인,0
당하자 절망적인 기분,0
거절을 절망적인 기분,0
이제는 못 하겠다,0
이제는 일도 못 하겠다,0
이제는 일도 하겠다,0
하겠다,0
머리가 맑지 않아,0
하루종일 울적해,0
울적해,0
하루종일,0
이유없이 눈물이 많이,0
이유없이 눈물이 많이 나,0
눈물이 많이 나,0
이유없이 눈물이,0
며칠이고,0
며칠이고 하염없이 울어,0
몇시간씩 울어,0
울어,0
눈물이 아무때나,0
눈물이 나,0
눈물이 아무때나 나,0
매일 울어,0
매일,0
너무 외로워,0
너무,0
쓸쓸해,0
외로움을 잘 타,0
잘 타,0
외로움을 타,0
친구들과 집에오면 외로워,0
어울리고 집에오면 외로워,0
친구들과 어울리고 집에오면,0
친구들과 어울리고 집에오면 외로워,0
원망스러워,0
속앓이를 해,0
나,0
화가 나,0
화가,0
참을,0
참을 수 없어,0
참을 수,0
참을 없어,0
답답해,0
정말,0
정말 괴로워,0
흥이,0
흥이 안나,0
없어,0
재미가 없어,0
없어,0
사는게 재미가 없어,0
사는게 없어,0
재미가,0
없어,0
기운이 없어,0
기운이,0
간신히 버티고 있어,0
있어,0
간신히 버티고,0
버티고 있어,0
간신히 있어,0
항상,0
기분이 항상 다운되어있어,0
기분이 다운되어있어,0
축처져,0
늘어져,0
귀찮아서 아무것도 못하겠어,0
귀찮아서 못하겠어,0
아무것도 못하겠어,0
있고만 싶어,0
가만히 있고만,0
가만히 있고만 싶어,0
가만히 싶어,0
아무 것도 싫어,0
아무 것도 하기 싫어,0
아무 것도 하기,0
몸에 힘이 없어,0
몸에 힘이,0
혼자 생각에 빠져있을 때가,0
혼자 생각에 때가 많아,0
혼자 생각에 빠져있을 때가 많아,0
혼자 생각에 빠져있을 많아,0
혼잣말을 할 때가,0
혼잣말을 때가 있어,0
혼잣말을 할 때가 있어,0
피하게 돼,0
사람을 피하게,0
사람을 피하게 돼,0
사람들 곳 싫어,0
사람들 많은 가기 싫어,0
사람들 많은 곳 가기 싫어,0
사람들 많은 곳 싫어,0
다른 사람들과 매우 것 같아,0
내가 다른 사람들과 매우 다른 것 같아,0
내가 다른 사람들과 매우 것 같아,0
내가 다른 매우 다른 것 같아,0
내가 다른 사람들과 매우 다른 같아,0
다른 사람들과 매우 다른 것 같아,0
공감도 안돼,0
공감도 잘 안돼,0
잘 안돼,0
공감도 잘,0
매사에 의욕이,0
매사에,0
매사에 의욕이 없어,0
의욕이 없어,0
매사에 없어,0
매일,0
매일 의욕이 없어,0
매일 의욕이,0
마음이 무기력해,0
마음이 무겁고 무기력해,0
집에만 있게돼,0
있고싶어,0
집에만 있고싶어,0
싫어,0
외출하기 싫어,0
외출하기,0
거의 하루종일 인터넷만 해,0
인터넷만 해,0
거의 하루종일 해,0
거의 하루종일 인터넷만,0
거의 하루종일,0
하루종일 TV보며 누워있어,0
TV보며,0
TV보며 누워있어,0
혼자 누워있는 것 아무것도 하기 싫어,0
혼자 누워있는 것 외에 아무것도 하기 싫어,0
누워있는 것 외에 아무것도 싫어,0
혼자 누워있는 것 외에 아무것도 싫어,0
식욕이 없어,0
없어,0
체중이 빠지고 머리카락도 많이 빠졌어,0
빠지고 머리카락도 많이 빠졌어,0
체중이 빠지고 많이 빠졌어,0
체중이 빠지고 머리카락도 많이,0
식욕이 너무 식욕 촉진제를 먹었어,0
식욕이 너무 없어서 식욕 촉진제를 먹었어,0
너무 없어서 식욕 촉진제를 먹었어,0
식욕이 없어서 식욕 촉진제를 먹었어,0
죽 먹고 있어,0
죽,0
밥을 먹어야 하는 생각이 들어,0
밥을 먹어야 하나 하는 생각이,0
밥을 하는 생각이 들어,0
밥을 먹어야 하나 하는 생각이 들어,0
모르겠어,0
밥밧을 모르겠어,0
밥밧을,0
하루에 한 번씩 토해,0
보통 하루에 한 번씩 토해,0
보통 하루에 번씩 토해,0
괜찮다가도 갑자기 많이 먹고 토해,0
괜찮다가도 갑자기 먹고 토해,0
갑자기 많이 먹고 토해,0
예전보다 자꾸 음식이 더 먹고 싶어져,0
예전보다 음식이 더 싶어져,0
예전보다 자꾸 더 먹고 싶어져,0
예전보다 자꾸 음식이 더 싶어져,0
자꾸 음식이 더 먹고 싶어져,0
있어,0
폭식증이 있어,0
폭식증이,0
식욕이 증가해,0
증가해,0
잠은 평소보다 많이 늘었는데 자고 나도 좋지 않아,0
잠은 평소보다 많이 늘었는데 잠을 자고 나도 기분이 좋지,0
잠은 평소보다 많이 늘었는데 잠을 자고 기분이 좋지 않아,0
평소보다 많이 늘었는데 잠을 자고 나도 기분이 좋지 않아,0
잠은 평소보다 많이 늘었는데 잠을 자고 나도 기분이 좋지 않아,0
잠은 평소보다 많이 늘었는데 잠을 나도 기분이 좋지 않아,0
잠은 평소보다 늘었는데 잠을 자고 나도 기분이 좋지 않아,0
잠은 평소보다 많이 늘었는데 잠을 나도 기분이 않아,0
자고 싶어,0
하루종일 자고 싶어,0
피곤해,0
낮에,0
낮에 피곤해,0
2-3시간 정도밖에 자지 못해,0
하루 2-3시간 정도밖에 자지,0
하루 2-3시간 정도밖에 자지 못해,0
하루 정도밖에 자지 못해,0
약 한두시간 잤는데 이젠 아예 잠에 못 들때가 많아,0
약 먹고 한두시간 잤는데 이젠 아예 잠에 못 들때가 많아,0
약 먹고 한두시간 잤는데 이젠 아예 잠에 못 들때가,0
먹고 한두시간 잤는데 이젠 잠에 못 많아,0
약 먹고 한두시간 잤는데 이젠 잠에 못 들때가 많아,0
약 먹고 한두시간 이젠 아예 잠에 못 들때가 많아,0
새벽에 깨서 더이상 자지 못해,0
새벽에 깨서 더이상 자지,0
깨서 더이상 자지 못해,0
눈 뜨고 있는 시간이 많아,0
밤에 눈 뜨고 있는 시간이 많아,0
밤에 뜨고 있는 시간이 많아,0
밤에 눈 있는 시간이,0
밤에 눈 뜨고 시간이 많아,0
선잠잔 개운치 않아,0
선잠잔 느낌 개운치 않아,0
약을 먹지 잠이,0
약을 않으면 잠이 안와,0
약을 먹지 않으면 잠이 안와,0
불편감을,0
불편감을 느껴,0
느껴,0
잘,0
잘 모르겠어,0
나 자신을 주체할 수 없어,0
나 자신을 주체할 수,0
나 자신을 수 없어,0
공격적이,0
돼,0
공격적이 돼,0
짜증이 늘었어,0
늘었어,0
짜증이,0
갑자기 나,0
갑자기 짜증이 나,0
짜증이,0
짜증이 나,0
괜히 짜증이 나,0
매사가 다 짜증나,0
매사가 짜증나,0
다 짜증나,0
신경질이,0
신경질이 늘었어,0
스트레스 받으면서 심해져,0
스트레스 받으면서 기복 심해져,0
